Race_ID,Athlete_ID,Date,Time,Elo_Before,Elo_Momentum,Days_since_last,SB_Gap,Is_Championship,Target_Rank,Indoor
72,ethan_strand,2025-08-03,3:30.25,,,,,0,2,0
72,cole_hocker,2025-08-03,3:30.37,,,,,0,3,0
72,hobbs_kessler,2025-08-03,3:31.12,,,,,0,4,0
72,yared_nuguse,2025-08-03,3:31.34,,,,,0,5,0
72,gary_martin,2025-08-03,3:32.03,,,,,0,6,0
72,vincent_ciattei,2025-08-03,3:32.73,,,,,0,7,0
72,nathan_green,2025-08-03,3:33.25,,,,,0,8,0
72,samuel_prakel,2025-08-03,3:33.70,,,,,0,9,0
72,joe_waskom,2025-08-03,3:39.18,,,,,0,10,0
72,luke_houser,2025-08-03,3:39.44,,,,,0,11,0
72,eric_holt,2025-08-03,3:40.29,,,,,0,12,0
73,cole_hocker,2021-03-13,3:36.36,,,,,0,1,1
73,eliud_kipsang,2021-03-13,3:38.41,,,,,0,2,1
73,waleed_suliman,2021-03-13,3:39.64,,,,,0,3,1
73,adam_fogg,2021-03-13,3:39.70,,,,,0,4,1
73,reed_brown,2021-03-13,3:39.98,,,,,0,5,1
73,sean_dolan,2021-03-13,3:40.25,,,,,0,6,1
73,tom_dodd,2021-03-13,3:40.93,,,,,0,7,1
73,yusuf_bizimana,2021-03-13,3:41.74,,,,,0,8,1
73,lucas_bons,2021-03-13,3:44.00,,,,,0,9,1
73,george_kusche,2021-03-13,3:45.17,,,,,0,10,1
74,yared_nuguse,2022-09-04,3:33.26,,,,,0,1,0
74,cole_hocker,2022-09-04,3:35.18,,,,,0,2,0
74,andrew_coscoran,2022-09-04,3:35.43,,,,,0,3,0
74,william_paulson,2022-09-04,3:35.58,,,,,0,4,0
74,andrew_hunter,2022-09-04,3:36.37,,,,,0,5,0
74,matthew_ramsden,2022-09-04,3:36.38,,,,,0,6,0
74,samuel_prakel,2022-09-04,3:36.90,,,,,0,7,0
74,federico_riva,2022-09-04,3:37.38,,,,,0,8,0
74,ossama_meslek,2022-09-04,3:38.34,,,,,0,9,0
74,mohad_abdikadarsheikali,2022-09-04,3:39.47,,,,,0,10,0
74,giovanni_filippi,2022-09-04,3:39.66,,,,,0,11,0
74,leonardo_feletto,2022-09-04,3:42.12,,,,,0,12,0
74,hobbs_kessler,2022-09-04,3:44.59,,,,,0,13,0
74,louis_vandermessen,2022-09-04,3:45.09,,,,,0,14,0
74,david_nikolli,2022-09-04,3:46.10,,,,,0,15,0
75,oliver_hoare,2021-05-09,3:33.19,,,,,0,1,0
75,justyn_knight,2021-05-09,3:33.41,,,,,0,2,0
75,henry_wynne,2021-05-09,3:36.86,,,,,0,3,0
75,john_gregorek,2021-05-09,3:36.93,,,,,0,4,0
75,samuel_prakel,2021-05-09,3:37.17,,,,,0,5,0
75,eric_avila,2021-05-09,3:37.20,,,,,0,6,0
75,craig_engels,2021-05-09,3:37.95,,,,,0,7,0
75,mohamed_ahmed,2021-05-09,3:40.67,,,,,0,8,0
75,geordie_beamish,2021-05-09,3:41.50,,,,,0,9,0
75,abe_alvarado,2021-05-09,3:42.65,,,,,0,10,0
76,jakob_ingebrigtsen,2024-06-12,3:31.95,,,,,0,1,0
76,jochem_vermeulen,2024-06-12,3:33.30,,,,,0,2,0
76,pietro_arese,2024-06-12,3:33.34,,,,,0,3,0
76,ruben_verheyden,2024-06-12,3:33.40,,,,,0,4,0
76,adel_mechaal,2024-06-12,3:33.58,,,,,0,5,0
76,raphael_pallitsch,2024-06-12,3:33.60,,,,,0,6,0
76,azeddine_habz,2024-06-12,3:33.70,,,,,0,7,0
76,robert_farken,2024-06-12,3:33.98,,,,,0,8,0
76,neil_gourley,2024-06-12,3:34.11,,,,,0,9,0
76,isaac_nader,2024-06-12,3:34.22,,,,,0,10,0
76,romain_mornet,2024-06-12,3:34.33,,,,,0,11,0
76,adam_fogg,2024-06-12,3:34.44,,,,,0,12,0
76,andrew_coscoran,2024-06-12,3:34.76,,,,,0,13,0
76,ossama_meslek,2024-06-12,3:36.35,,,,,0,14,0
76,federico_riva,2024-06-12,3:37.37,,,,,0,15,0
76,ignacio_fontes,2024-06-12,3:45.80,,,,,0,16,0
77,adam_spencer,2024-04-11,3:37.68,,,,,0,1,0
77,oliver_hoare,2024-04-11,3:37.83,,,,,0,2,0
77,jesse_hunt,2024-04-11,3:37.88,,,,,0,3,0
77,stewart_mcsweyn,2024-04-11,3:38.66,,,,,0,4,0
77,cameron_myers,2024-04-11,3:38.74,,,,,0,5,0
77,jack_anstey,2024-04-11,3:38.94,,,,,0,6,0
78,jakob_ingebrigtsen,2023-06-30,3:28.72,,,,,0,1,0
78,lamecha_girma,2023-06-30,3:29.51,,,,,0,2,0
78,josh_kerr,2023-06-30,3:29.64,,,,,0,3,0
78,elliot_giles,2023-06-30,3:31.56,,,,,0,4,0
78,samuel_tanner,2023-06-30,3:32.27,,,,,0,5,0
78,neil_gourley,2023-06-30,3:32.63,,,,,0,6,0
78,stewart_mcsweyn,2023-06-30,3:32.85,,,,,0,7,0
78,teddese_lemi,2023-06-30,3:34.21,,,,,0,8,0
78,pietro_arese,2023-06-30,3:36.10,,,,,0,9,0
78,tom_elmer,2023-06-30,3:36.54,,,,,0,10,0
78,julian_ranc,2023-06-30,3:38.61,,,,,0,11,0
79,neil_gourley,2024-06-30,3:37.67,,,,,0,1,0
79,george_mills,2024-06-30,3:38.29,,,,,0,2,0
79,adam_fogg,2024-06-30,3:39.17,,,,,0,3,0
79,archie_davis,2024-06-30,3:39.92,,,,,0,4,0
79,thomas_keen,2024-06-30,3:39.98,,,,,0,5,0
79,henry_mcluckie,2024-06-30,3:40.88,,,,,0,6,0
80,jakob_ingebrigtsen,2022-08-18,3:32.76,,,,,0,1,0
80,jake_heyward,2022-08-18,3:34.44,,,,,0,2,0
80,mario_garcia,2022-08-18,3:34.88,,,,,0,3,0
80,pietro_arese,2022-08-18,3:35.00,,,,,0,4,0
80,matthew_stonier,2022-08-18,3:35.97,,,,,0,5,0
80,gonzalo_garcia,2022-08-18,3:37.40,,,,,0,6,0
80,michal_rozmys,2022-08-18,3:37.63,,,,,0,7,0
80,neil_gourley,2022-08-18,3:38.40,,,,,0,8,0
80,andrew_coscoran,2022-08-18,3:39.91,,,,,0,9,0
80,azeddine_habz,2022-08-18,3:40.92,,,,,0,10,0
80,ignacio_fontes,2022-08-18,3:42.30,,,,,0,11,0
80,ismael_debjani,2022-08-18,3:43.28,,,,,0,12,0
81,jakob_ingebrigtsen,2021-03-05,3:37.56,,,,,0,1,1
81,marcin_lewandowski,2021-03-05,3:38.06,,,,,0,2,1
81,jesus_gomez,2021-03-05,3:38.47,,,,,0,3,1
81,ignacio_fontes,2021-03-05,3:39.66,,,,,0,4,1
81,piers_copeland,2021-03-05,3:39.99,,,,,0,5,1
81,michal_rozmys,2021-03-05,3:40.11,,,,,0,6,1
81,andrew_coscoran,2021-03-05,3:40.38,,,,,0,7,1
81,istvan_szogi,2021-03-05,3:40.40,,,,,0,8,1
81,filip_sasinek,2021-03-05,3:40.64,,,,,0,9,1
81,paul_robinson,2021-03-05,3:40.74,,,,,0,10,1
81,jan_fris,2021-03-05,3:42.97,,,,,0,11,1
81,neil_gourley,2021-03-05,3:45.99,,,,,0,12,1
81,stijn_baeten,2021-03-05,3:46.31,,,,,0,13,1
82,charles_philibertthiboutot,2023-11-02,3:39.74,,,,,0,1,0
82,robert_joseph_heppenstall,2023-11-02,3:39.76,,,,,0,2,0
82,casey_comber,2023-11-02,3:39.90,,,,,0,3,0
82,robert_anthony_napolitano,2023-11-02,3:40.12,,,,,0,4,0
82,kasey_knevelbaard,2023-11-02,3:40.31,,,,,0,5,0
82,andre_thiago,2023-11-02,3:40.48,,,,,0,6,0
82,diego_javier_lacamoire,2023-11-02,3:40.67,,,,,0,7,0
82,jose_zabala,2023-11-02,3:41.49,,,,,0,8,0
82,fernando_daniel_martinez,2023-11-02,3:41.77,,,,,0,9,0
82,guilherme_kurtz,2023-11-02,3:42.50,,,,,0,10,0
82,diego_ignacio_uribe,2023-11-02,3:45.56,,,,,0,11,0
83,reynold_cheruiyot,2023-05-13,3:32.01,,,,,0,1,0
83,abel_kipsang,2023-05-13,3:32.70,,,,,0,2,0
83,vincent_kibet_keter,2023-05-13,3:36.92,,,,,0,3,0
83,adisu_girma,2023-05-13,3:37.80,,,,,0,4,0
83,kamar_etiang,2023-05-13,3:37.84,,,,,0,5,0
83,yohanes_asmare,2023-05-13,3:38.07,,,,,0,6,0
83,ermias_girma,2023-05-13,3:38.35,,,,,0,7,0
83,haymiro_yele,2023-05-13,3:39.09,,,,,0,8,0
83,ali_abdilmana,2023-05-13,3:39.69,,,,,0,9,0
83,boaz_kiprugut,2023-05-13,3:39.96,,,,,0,10,0
83,cornelius_tuwei,2023-05-13,3:40.55,,,,,0,11,0
83,adehena_kasaye,2023-05-13,3:40.68,,,,,0,12,0
83,wegene_adius,2023-05-13,3:41.26,,,,,0,13,0
83,simas_bertasius,2023-05-13,3:44.57,,,,,0,14,0
